content	NCRsurprise	SSPOL	OPW	BLNW	ONW	BLPW	NCRanticipation	APO	NRCHASHNEG	S140LEXPOS	ANE	avgNeg	SWP	NCRjoy	SWN	s140	NCRsadness	NCRnegative	NCRpositive	SSN	S140LEXNEG	avgPos	NCRdisgust	NCRanger	NRCHASHPOS	NCRtrust	NCRfear	SSP	SNpos	SNneg	SNpleas	SNatten	SNsensi	SNapt
RT @LaToyaDavis: If you stay ready you don't have to get ready. - Will Smith	0	neutral	3	0	0	2	2	0	-2.095	4.011	0	1	0.0252113351	0	-0.2494192123	neutral	0	0	0	-1	-0.877	2	0	0	1.573	1	0	1	0.454	0	-0.057	0.839	-0.521	1.099
@Greg_Kozarik @tjzuppe @Isley23 -- @sportstalkCLE appreciates you and your work - GREAT JOB tonight guys!	0	positive	1	0	0	3	0	5	-0.975	5.991	0	1	0.0742801058	0	-0.0068626404	positive	0	0	1	-1	-0.74	3	0	0	3.902	0	0	3	1.053	0	1.001	0.91	-0.04	1.167
RT @open_atrium: You can test out the pre-release of Open Atrium beta4 with #drush make: http://bit.ly/bKzHpk (remember  it's not final yet)	0	neutral	1	0	0	0	0	0	-2.658	2.999	0	1	0.6116333306	0	-0.9164575528	neutral	0	0	0	-1	-2.597	1	0	0	3.314	0	0	1	0.542	-0.027	-0.099	0.952	-0.364	1.095
Don't shoulder your burden out there on your own ... Don't banish me then bid me home - Powderfinger ? Drifting... ? http://blip.fm/~ktm45	0	neutral	0	2	2	0	0	0	-4.622	4.164	-3	3	0.05859375	0	-0.3109092712	neutral	1	1	1	-1	-2.604	1	1	1	2.241	1	1	1	0.561	0	-0.019	1.099	-0.74	1.42
Anybody can be first. It takes good marketing thinking to get into the mind first. http://ow.ly/16xYv	1	positive	1	0	1	1	1	3	-1.833	3.257	0	2	0.918562117	1	-0.0173950195	neutral	0	0	1	-1	-0.815	2	0	0	2.278	1	0	2	1.383	0	0.88	1.867	-0.562	1.964
i need more followers help me and i will help you :)	0	neutral	3	0	0	0	0	4	-3.609	1.981	0	1	0.00390625	0	-0.1741943359	neutral	0	0	0	-1	-1.83	3	0	0	0.456	0	0	1	1.13	0	0.908	1.469	-0.446	1.456
we are the World *o* http://capricho.abril.com.br/blogs/play/veja-os-videos-de-we-are-the-world-para-o-haiti/ vamos ajudar o Haiti! :)	0	positive	0	0	0	0	0	0	-0.292	7.884	0	1	0	0	-0.0014648438	neutral	0	0	0	-1	-0.815	1	0	0	1.818	0	0	2	0.082	0	0	0.074	0	0.173
@howru2day2009 I second that. the bad boys did it  the bad boys did it but we will clean it up!	0	negative	2	2	2	1	0	2	-3.992	2.014	-6	2	0.4833069359	1	-0.6036071777	neutral	2	2	1	-2	-4.042	1	2	2	0.741	1	2	2	0.313	-0.367	-0.849	0.649	-0.793	0.835
RT @rachellehoude: I suggest we all listen to this beautiful song by @katiacadet with #haiti in our hearts. http://www.mediafire.com/?tv23z4dzhj1 in memory.	0	positive	2	0	0	1	0	3	-2.504	5.154	0	1	1.2578125	1	-0.28125	positive	0	0	1	-1	-1.969	3	0	0	5.759	1	0	3	0.579	0	0.225	0.788	-0.345	1.114
@wheelyweb i don't. But it contributes. Some of it. Most of it is presentation  marketing and so-called convenience	0	neutral	0	0	1	1	0	0	-6.643	2.981	0	2	0.4140625	0	-0.2812156677	neutral	0	0	1	-1	-1.169	1	0	0	2.375	0	0	1	0.585	0	0.043	0.961	-0.388	1.138
I LOOOOOOOOOOOOOVE my baby. :$ :$ :$ :$ :$ :$ :$ :$ :$ :$ :$	0	positive	0	0	0	0	0	0	-4.737	0	0	1	0	1	-0.1171875	neutral	0	0	1	-1	-4.363	5	0	0	0.475	0	0	4	0	0	0	0	0	0
Nice  TGIF! Anyone else enjoying CPK and a movie tonight? RT @curlyhair72400: Going out to eat @ California Pizza Kitchen! yum! Peace peeps!	0	positive	2	0	0	3	2	7	-1.436	9.174	0	1	0.54296875	2	-0.2523841858	positive	0	0	3	-1	-0.915	3	0	0	10.17	2	0	3	0.805	-0.06	0.627	1.105	-0.687	1.19
RT @BryanPerson: The Media Bullseye Roundtable podcast is back! This week  @JenZings and I welcome guest @jenniferwindrum. http://bit.ly/cSG5Ye	0	positive	2	0	0	1	0	2	-2.076	6.427	0	1	0.2153320294	0	-0.03125	positive	0	0	0	-1	-1.199	1	0	0	3.65	0	0	2	0.552	0	0	1.12	-0.057	0.591
Balsera Communications and Republica to jointly promote national Hispanic museum concept: National Hispanic museum... http://bit.ly/9uBsZ0	0	neutral	0	0	0	0	0	1	-1.095	8.471	0	1	0.140625	0	0	neutral	0	0	0	-1	-0.165	1	0	0	4.307	0	0	1	0.341	0	0.133	0.458	-0.203	0.633
RT @Idothat2: RT if you throw things into fans and watch them fly around the room. #idothat2	0	neutral	0	0	1	1	1	0	-2.999	3.404	0	1	0.4604492188	0	-0.0234613419	neutral	0	0	0	-1	-0.521	1	0	0	1.783	0	1	1	0.377	-0.084	-0.184	0.357	-0.261	0.919
*singing* Just got paid... Friday noon. Aint no party . Feeling tahd. Leyomi dropping. In my chair. Pump that twurk. While I do some work	1	neutral	1	0	0	1	1	1	-2.95	1.673	-1	2	0.9695437776	1	-0.3830223083	negative	1	1	1	-1	-5.263	2	1	1	4.929	1	1	1	0.977	0	0.94	1.683	-0.345	0.652
Q:IS IT TRUE THAT MAMA DANCA AH BREED FI YU??? A:wat the fuk.......... ah wah kinna suicidal n... http://formspring.me/KingBoots/q/159605074	0	positive	1	1	1	0	0	2	-7.203	3.348	-2	2	0.1068954468	1	-0.53125	neutral	1	1	1	-1	-8.264	1	1	1	0.809	1	1	2	0.312	0	0.221	0.299	0.052	0.388
Thank you New York and New jersey for picking up your copies. Ain't nothing like the support of your own!	0	positive	3	0	0	3	0	6	-3.179	7.787	0	1	0.5646972656	0	0	neutral	0	0	0	-1	-0.604	2	0	0	5.35	0	0	2	1.66	0	1.478	1.479	-0.73	2.63
@SoCoLaura Sounds good. Can you ever go wrong with bacon. Really?	1	negative	1	1	1	1	1	3	-2.197	3.321	-2	1	1.1622335911	1	-0.4898071289	positive	0	1	1	-2	-1.807	1	0	0	2.878	1	0	2	0.179	-0.763	-0.645	0.237	0.668	-0.509
RT @msjenniewalker Just 15 more followers to hit 1 800 - Can you help? ?? She's a brilliant musical artist. Follow Follow Follow !	1	positive	3	0	0	1	2	6	-2.808	10.499	0	1	0.9080856591	2	-0.5372926444	positive	1	1	2	-1	-0.988	3	0	2	4.19	2	0	2	0.867	-0.028	0.788	0.464	-0.193	1.344
@TheNoviceChef @TheHockeyGeek @sqlchicken but how long did that PC last you b4 u had to invest in repairs and or buying a new one?? :)	0	neutral	0	0	1	0	1	0	-4.676	2.745	0	2	0.0821214914	0	-0.1405029297	negative	0	0	0	-1	-3.735	2	0	0	2.372	0	0	1	0.63	0	-0.058	1.193	-0.42	1.306
@Mcrebouche. I miss you. Enjoy the Winter Wonderland and stay warm.	0	positive	2	1	1	2	1	3	-1.168	2.363	-2	2	0.5451660156	1	-0.0859375	neutral	0	0	1	-2	-2.616	2	0	0	4.476	1	0	3	0.879	-0.892	-0.111	1.314	0.595	-0.407
Hates being up early on my day off driving lesson later = fucking expensive http://myloc.me/3JN3C	0	negative	0	3	1	0	1	0	-2.388	0.724	-7	4	0.8046875	0	-0.3540039063	negative	0	0	1	-4	-5.69	1	0	0	3.519	1	0	1	0.677	-0.024	0.985	0.836	0.028	0.081
My speech and test went well. Thanks for the prayers! Now off to work with @briemory! Woohoo!	0	positive	1	0	0	2	0	2	-0.896	3.546	0	1	0.3905263788	0	-0.3833007813	positive	0	0	1	-1	-2.793	3	0	0	4.877	0	0	2	0.672	0	0.089	0.853	-0.26	1.335
Attitude is everything. If you think you are going to lose  you most likely will. If you think like a winner  you are gaurenteed to win.	2	negative	2	1	1	3	1	10	-5.671	7.131	0	2	0.3981933594	1	-0.5324707031	neutral	1	1	1	-2	-1.939	2	1	1	1.89	0	1	2	1.514	-0.029	1.415	1.781	-0.537	1.735
To all my male followers when textin somebody say OK and not K cause it makes you sound #faggish	0	neutral	1	0	0	0	0	0	-6.239	3.235	0	3	0.3926391602	0	-0.6329587549	neutral	0	0	0	-1	-2.909	1	0	0	1.407	0	0	1	0.508	0	-0.001	0.963	-0.689	1.251
@heyshaybaby I got the pictures but I'm not gonna post them!	0	positive	0	0	0	0	0	0	-2.56	1.567	0	2	0	0	-0.6877441406	neutral	0	0	0	-1	-2.384	2	0	0	0.665	0	0	2	0.369	0	-0.043	0.583	-0.301	0.871
and one more #FF and RT thankathon @imageartifacts @elpsilva @mohlat @viral_desai @ultimate_music @espressoDOM @Photo_John @Sergeyus	0	neutral	0	0	0	0	0	0	-0.104	1.647	0	1	0.0043945313	0	0	positive	0	0	0	-1	0	1	0	0	1.217	0	0	1	0.177	0	0	0.285	0.045	0.405
Hi (pic) http://znl.me/P349NA	0	neutral	0	0	0	0	0	0	0	1.752	0	1	0	0	0	neutral	0	0	0	-1	0	1	0	0	0.279	0	0	1	0	0	0	0	0	0
@jwilliams252722 LOL I once woke up in the morning to my then-6-yr-old & her best friend singing Milkshake - complete with  Damn right!	0	positive	3	1	1	2	0	6	-2.038	5.067	-4	1	0.4328613281	1	-0.303031262	positive	0	1	1	-1	-3.476	2	1	1	7.016	1	0	2	0.951	-0.03	0.876	0.613	-0.188	1.495
RT @RevRunWisdom: Stop judging:: Start LOOKING 4 what other ppl can do   then ppl will start seeing whats good about u! (Karma)	1	positive	2	0	0	1	3	3	-7.374	5.976	-1	1	0.7376729865	1	-0.8468813896	neutral	0	0	1	-1	-0.858	2	0	0	1.988	1	0	2	1.641	0	0.995	2.317	-0.876	2.483
Guess which one of my claims is a lie! http://www.twables.com/twotweetslie/guess/Katelyn5096	1	positive	0	1	1	0	0	0	-1.744	0.641	0	2	0.0043945313	0	-0.1433105469	neutral	1	1	0	-1	-1.719	2	1	1	0.798	0	0	2	0.142	0	-0.067	0.179	-0.167	0.502
RT @MikeHoughUK: who like's the new background!?	0	positive	1	0	0	1	0	2	-0.93	2.652	0	1	0.5079345703	0	0	neutral	0	0	0	-1	-0.045	2	0	0	2.227	0	0	2	0.222	0	0.07	0.319	-0.107	0.385
@RebeccaInspir Tell her I say happy birthday. <3	1	positive	1	0	0	1	2	3	-1.432	3.784	0	1	0.7041625977	2	-0.03125	positive	0	0	2	-1	-0.623	3	0	0	4.241	1	0	2	0.386	0	0.829	0.116	-0.165	0.377
listening to Lil Kim Lighters Up - Music Video ? http://blip.fm/~ku5oe	0	neutral	0	0	0	0	0	0	-0.442	3.635	0	1	0.1630859375	1	0	positive	1	0	1	-1	-0.297	1	0	0	4.054	0	0	1	0	-0.067	-0.066	-0.007	-0.057	-0.084
What a season. Still cheering though and will always love my Heels! RT @TarHeelBlueInAr: They can't win for losing! Tough  tough year!	0	negative	2	1	1	4	0	9	-2.505	4.338	-3	3	0.6179199219	2	-0.5697612762	negative	3	3	2	-4	-4.589	3	0	1	3.633	0	0	3	2.599	0	2.633	2.945	-0.733	2.948
getting my lip pierced... hells yeah	0	neutral	0	1	0	0	0	1	-0.303	1.297	0	1	0	0	0	neutral	0	0	0	-1	-1.449	2	0	0	0.999	0	0	1	0	0	0	0	0	0
ran a 5k in the 19s today  that was my time not the temp!	0	positive	0	0	0	0	1	0	-1.187	1.523	0	1	0.0842285156	0	-0.6875	negative	0	0	0	-1	-3.336	3	0	0	2.372	0	0	2	0.382	0	0.104	0.378	-0.256	0.747
Interesting article & comments comparing Zillow and NAR perspectives on real estate data: http://bit.ly/dkUt4r	0	positive	2	0	0	1	0	2	-3.099	2.984	0	1	0.4107666016	0	-0.25	neutral	0	0	2	-1	-1.468	1	0	0	1.187	1	0	2	0.225	0	0	0.376	-0.106	0.405
@woothemes Liking the Woo Menus - great news they're going to power menus in #WordPress 3.0	0	positive	3	0	0	3	0	6	-2.604	4.5	0	1	0.5817871094	1	-0.1875	positive	0	0	1	-1	-1.759	2	0	0	4.73	1	0	3	1.377	0	1.437	1.639	-0.443	1.496
RT @perezhilton: Entertainment Weekly asks: John Mayer's 'Playboy' interview: Why does no one care that he also uses a gay slur? http://bit.ly/9jYdwb	1	negative	1	1	1	0	1	2	-5.202	4.814	-1	2	0.2797851563	1	-0.40234375	neutral	1	2	1	-2	-2.529	1	2	1	4.727	1	0	2	1.563	-0.042	2.339	1.201	-0.544	1.77
Bobby reed uses this as a member. Love is the master key that opens the gates of happiness. http://ihid.us?i=qcp	0	positive	3	0	0	3	1	6	-1.498	4.552	0	1	0.4384422302	2	-0.375	neutral	0	0	3	-1	-0.374	2	0	0	4.508	0	0	3	0.448	0	0.527	0.185	-0.05	0.685
Free report: Help offline businesses and make easy cash! => http://bit.ly/76oQM7	0	positive	3	0	0	2	1	4	-7.329	2.155	-1	1	0.6032023728	1	-0.0138549805	neutral	0	0	1	-1	-1.007	2	0	1	2.804	1	1	2	1.749	-0.044	1.701	1.78	0.017	1.763
@Labiba_ aww hope you ain't too stressed. Do take time to try and chill :)	1	positive	1	1	3	0	2	2	-2.356	2.547	-2	3	0.4125986099	1	-0.6386375427	negative	0	0	1	-2	-2.601	2	0	0	3.087	1	0	3	0.994	0	-0.007	2.429	-0.736	1.297
RT @Ahnanymis @MsQueenParis lol! Yo that Mike epps shit had my stomach hurtin smh <	0	negative	0	1	0	0	0	3	-7.102	2.367	-4	2	0	0	-0.2998046875	neutral	0	1	0	-3	-6.355	1	2	1	1.749	0	0	3	0	-0.4	-0.05	0	-0.082	-1.07
Where can I get a copy of the picture from the shooting accident in the states where the BB saved the womans life???	1	neutral	0	0	0	0	0	2	-3.118	2.07	-2	1	0.0137672433	0	-0.7546386719	neutral	1	3	0	-1	-4.963	1	0	1	1.761	0	2	1	0.937	-0.287	-0.599	-0.284	0.622	1.728
Tearing the place apart to find my lost library book which is right here  on the arm of my couch. LOL. Jeeeez.	0	positive	1	1	1	1	0	3	-2.401	1.469	-3	3	0.0704927442	0	-0.1118567549	negative	2	1	1	-1	-6.375	2	0	0	3.456	0	0	2	1.185	-0.095	0.857	1.263	-0.295	1.579
RT @vermontaigne: Mr. Smith Goes to Eau Claire #boringmovies | HA!	0	positive	0	0	0	0	0	2	-1.488	4.186	0	2	4.8828125E-4	0	0	neutral	0	0	0	-1	-0.362	2	0	0	0.896	1	0	3	0	0	0	0	0	0
i love quality time w. my bff @beautifuldomiie! its more like touchy feely time LOL	0	positive	2	1	1	2	2	8	-2.792	3.196	0	1	0.8298339844	1	-0.40625	positive	1	1	1	-1	-2.458	4	0	1	2.362	0	0	5	1.559	0	1.805	1.519	-0.449	1.8
RT @CHRIS__CHAMBERS: So who's coming to the dream team awards on Monday @ 6:00? I'm ready to serve you :D	0	neutral	2	0	0	2	2	4	-2.555	3.547	0	1	0.1865234375	0	-0.1259765625	neutral	0	1	0	-1	-1.282	2	0	0	3.485	2	0	1	0.379	-0.556	-0.493	0.537	-0.378	-0.196
@ToughFL dang. welcome to the club! i got one today	0	negative	1	0	0	1	0	2	-0.691	3.075	0	1	0.1256103516	0	-0.03125	neutral	0	0	0	-2	-1.98	1	0	0	1.458	0	0	2	0.521	0	0.46	0.92	-0.167	0.379
Bangladesh clamps down on deadly campus violence http://bit.ly/99S7YB	0	neutral	0	1	2	0	0	0	-2.024	0.047	-3	3	0.0749220997	0	-0.2978515625	neutral	2	2	0	-1	-2.094	1	1	2	0.688	0	2	1	0	-1.475	-1.72	0.241	-2.119	-0.827
#Nikon 24mm f/1.4G ED AF-S RF SWM Prime Wide Angle Nikkor #Lens for #Nikon Digital SLR Cameras http://bit.ly/cT4YyA	0	neutral	1	0	0	0	0	0	-0.686	2.509	0	1	0.3770751953	0	-0.5452880859	neutral	0	0	1	-1	-1.608	1	0	0	4.818	0	0	1	0.345	0	0.082	0.497	0.244	0.7
Tsunami Memory: Choosing the Best WAHM Forums For Your Work at ... http://bit.ly/aNm3iy	0	positive	1	0	0	2	0	3	-3.386	2.186	0	1	0.1524051058	0	-0.5	neutral	0	0	0	-1	-2.551	2	0	0	2.298	0	0	2	0.554	0	0.231	0.442	-0.107	0.977
@Miss31337 aww that's what i first thought of!! you think i could pull belle off? she's so pretty!	0	positive	1	0	0	1	2	1	-3.287	3.045	0	1	0.5118598938	1	-0.6357440203	positive	0	0	2	-1	-2.816	3	0	0	3.337	1	0	4	0.488	0	-0.023	0.879	-0.38	0.99
RT @TheReal_KDubb: After I make ya mama pop lock n drop it and bust it wide open Ima cook some breakfast buttnekkid in the kitchen Ving Rhames style #thuglife	1	neutral	2	1	0	0	0	0	-2.236	5.842	-1	1	0.4718856437	0	-0.5078386258	positive	0	1	1	-1	-2.737	2	0	0	5.319	0	0	1	0.92	-0.025	0.216	1.064	-0.261	1.554
I'm very willing to pay more taxes  because I believe it's the right thing to do - RenoTH 	0	neutral	2	0	0	2	1	0	-5.744	1.949	-1	1	0.5004882813	1	-0.2727234923	neutral	0	0	1	-1	-3.116	3	0	0	0.754	1	0	1	1.818	0	0.872	2.661	-0.59	2.514
Dork. http://www.adamofficial.com/ca/news/adam-lambert-toronto	0	negative	0	0	0	0	0	0	-0.62	0.988	0	2	0.125	0	0	neutral	0	0	0	-3	0	1	0	0	0	0	0	1	0	0	0	0	0	0
Health Update:: Latest Snoring Problem Auctions http://www.livewellsite.com/latest-snoring-problem-auctions-25.html	0	negative	0	1	1	0	0	0	-0.732	0.562	-2	1	0.34375	0	0	neutral	1	1	0	-2	-0.448	1	0	0	2.173	0	1	1	0.036	-0.524	-0.835	-0.908	-0.864	-0.845
@YossiT cool!I always lookd for one but only found Haighs and Koko Black -not that there's anything wrong with that ;)	0	positive	0	1	2	1	0	1	-2.691	2.207	-2	2	0.0043945313	1	-0.615912497	positive	1	2	2	-2	-2.903	3	0	0	2.034	1	0	3	0.77	-0.763	-0.64	1.117	0.535	0.714
Just got word that the Dove Men+Care spot was featured on Oprah!! http://bit.ly/aUq0UJ	0	positive	1	0	1	0	1	0	-0.905	4.409	0	1	0.449508667	1	-0.0625	neutral	0	0	2	-1	-0.373	1	0	0	2.946	2	0	2	0.346	0	0.016	0.494	-0.211	0.739
sorry might not b back 4 a while i have alot coming up  pantomine option choices holiday footie play offs AND all my ruin your halfterm work	0	negative	2	2	2	1	2	0	-5.847	1.54	-3	2	0.7737433521	1	-1.2592802048	negative	1	1	2	-2	-6.953	1	0	0	3.496	0	1	1	1.009	-0.454	-0.522	1.577	-1.553	1.833
Watch JAK Medlemsbank -V?r bank on Vimeo! http://vimeo.com/9401152	0	positive	0	0	0	0	1	0	-0.963	0.249	0	1	0.3203125	0	0	neutral	0	0	0	-1	-0.35	1	0	0	0.33	1	1	2	0.069	-0.033	0.005	0.119	0.035	-0.096
I'm going to be living around here later this year: http://bit.ly/aBKTgi	0	neutral	0	0	0	0	0	0	-0.621	0.589	0	1	0.0230712891	0	-0.21875	neutral	0	0	0	-1	-1.141	1	0	0	0.237	0	0	1	0.34	0	0.19	0.311	-0.328	0.847
RT @Saaoirse: I love how awkward everyone looks on QI when being applauded.	0	positive	1	1	1	1	0	5	-1.586	3.33	-2	1	0.6335449219	1	-0.29296875	positive	0	0	1	-2	-1.161	3	0	0	2.336	0	0	3	0.392	-0.199	-0.006	0.575	-0.465	0.463
was asked today in conversation what the end goal of my life is. jesus is. in other news  @quentindill is my favorite basketball player	0	positive	1	0	0	1	1	3	-2.182	3.214	0	1	0.3594055176	2	-0.375	positive	0	1	2	-1	-2.871	2	0	0	3.529	1	0	2	1.733	0	1.114	1.658	-0.45	2.702
I just took You and Justin are in mcdonald and he goes... and got: He apologizes and u two become friends:)! Try it: http://bit.ly/9VvGpJ	0	positive	2	0	1	0	0	0	-8.234	4.23	-1	1	0.4111328125	0	-0.03125	neutral	0	0	0	-1	-1.595	2	0	0	3.148	0	0	2	0.556	-0.065	-0.077	1.006	-0.376	1.106
captain EO will not be opening this weekend. effects not yet ready... still testing. maybe late march to early april. sorry! #disneyland	0	negative	2	1	1	1	1	0	-5.393	3.456	-1	2	0.1920166016	0	-1.788526535	negative	1	1	2	-3	-5.518	1	0	0	5.011	0	0	1	0.672	-0.032	0.431	1.269	-0.642	0.862
changed my name!!! used to be @InnocentBells88 but...now that i am OFFICIALY MARRIED to @SexyJazzWhit i am @MrsBellsWhit *smiles*	0	positive	0	0	0	1	0	2	-2.393	4.564	0	1	0.3449630737	0	-0.125	positive	0	0	0	-1	-2.759	3	0	0	2.23	0	0	3	0.158	0	0.029	0.203	-0.18	0.421
I am using twitter site to tweet right now ... Is that what people called  growing old  ?	0	neutral	1	0	0	1	0	1	-4.304	2.209	0	1	0.0419921875	0	-0.088187512	neutral	0	0	0	-1	-1.541	1	0	0	0.423	0	0	1	0.316	-0.027	0.206	0.312	-0.35	0.67
@dkmashino I thought you complained about that earlier! Hmmmm! :P cc: @808Helix	0	negative	0	1	0	0	1	0	-2.276	2.566	-2	2	0.001953125	0	-0.15625	positive	0	0	0	-2	-1.053	2	0	0	0.885	0	0	2	0.236	0	-0.022	0.508	-0.213	0.436
@shadyoutkast punks fiddling and tap dancing? I don't even know.	0	neutral	1	0	0	0	0	0	-3.634	1.876	0	1	0.0916061401	0	-0.1562156677	neutral	0	0	0	-1	-2.076	1	0	0	1.243	0	0	1	0.201	0	0.093	0.192	-0.057	0.331
Let me sneak out to kitchen. I'm hella hungry. Brb!	1	negative	0	1	2	0	1	0	-1.214	1.79	0	3	0	0	-0.2396888733	neutral	0	2	0	-2	-2.243	1	0	1	0.553	0	1	2	0.288	0	-0.202	0.681	-0.326	0.71
@BwanaPapyrus thank you for the #FF !!!!	0	positive	1	0	0	1	0	2	-0.357	5.653	0	1	0	0	0	neutral	0	0	0	-1	0	3	0	0	2.16	0	0	2	0.861	0	0.865	0.293	0	1.425
New release: The Vicious Kind (2009) http://tinyurl.com/ydb3slc	0	negative	1	1	1	0	0	2	-1.195	1.778	-2	1	0.4819979668	1	-0.140625	neutral	0	1	1	-4	0	1	1	1	1.032	1	0	2	0.816	0	0.98	0.245	-0.107	1.331
I feel u on that one.. RT @BellaKeys I need a dose of #Miami !! I'm getting the #NC virus ! LMAO	0	positive	0	1	1	0	0	4	-4.169	3.242	0	1	0.079706192	0	-0.333984375	neutral	0	1	0	-1	-4.47	2	0	0	1.874	0	0	3	0.208	-0.614	0	0.575	-1.638	-0.154
@LDBCasting I saw it reported that they originally wanted Bullock to do Blindside & she declined but they talked her into it...	0	neutral	0	1	1	0	0	0	-8.85	1.443	0	2	0.53125	0	-0.5312156677	negative	0	0	0	-1	-6.68	2	0	0	3.436	0	0	1	0.34	-0.027	-0.128	0.638	-0.307	0.735
many people dn't know what it feels like when you lose something you love so much ....	1	positive	2	1	1	2	0	5	-5.186	2.665	0	2	0.8867797852	1	-0.2355957031	neutral	1	1	1	-2	-2.29	3	1	1	1.536	0	1	3	1.065	-0.099	1	0.935	-0.487	1.383
Just took do you know bella swan??? and got: you're her sis! Try it ? http://bit.ly/cN9WL0	0	positive	1	0	1	0	0	0	-2.824	2.859	0	1	0.4295043945	0	-0.2030906677	positive	0	0	0	-1	-0.69	1	0	0	2.592	0	0	2	0.343	-0.07	-0.133	0.658	-0.273	0.563
Getting a bit tired... And the 15 is so packed for las vegas.	0	neutral	0	1	1	0	0	0	-0.162	0.655	-2	2	0	0	-0.22265625	neutral	0	1	0	-1	-1.684	1	0	0	2.458	0	0	1	0.207	-0.031	-0.026	0.202	-0.032	0.455
@acronkyoung I literally just made a template. Waiting for you to edit and write your choices before I go too into it.	0	neutral	1	0	1	0	0	0	-2.255	2.752	0	1	0.5483399015	0	-0.1875	positive	0	0	0	-1	-3.046	1	0	0	2.07	0	0	1	0.812	0	0.104	1.037	-0.322	1.496
@RiichRollin good looks my niggaz...Wat niggaz was fuckin wit last night	1	positive	1	0	0	1	1	3	-3.124	1.055	0	1	0.8352974076	1	-0.0029296875	neutral	0	0	2	-1	-1.949	2	0	0	1.823	1	0	2	0.972	-0.048	0.9	1.138	-0.161	0.895
COMPETITION www.bliss-gifts.co.uk is still running so come and enter for a chance to win a gorgeous prize.	1	positive	2	0	0	3	1	6	-0.976	2.848	0	1	1.179022789	1	-0.1655864716	neutral	0	1	1	-1	-1.611	3	0	0	4.413	0	0	4	2.717	-0.025	2.265	3.145	-0.67	3.331
@thatbrand knows my schedule well... Why don't you  @CathoBatho ?	0	positive	1	0	0	1	0	0	-2.184	1.149	0	1	0.2495348473	0	-0.1249656677	neutral	0	0	0	-1	-1.766	1	0	0	1.307	0	0	2	0.081	0	-0.169	0.399	-0.207	0.22
just had 3 mouthfuls of dubious looking and tasting beehoon from the neighbour	0	neutral	1	1	1	0	0	0	-0.178	2.368	-2	2	0.1726074219	0	-0.15625	neutral	0	1	0	-1	-0.743	1	0	0	2.13	1	1	1	0.53	0	0.119	0.847	-0.392	1.014
@DougieDoug53 I Know You Not Tweeting About Me lol	0	positive	0	0	0	0	0	3	-3.738	1.754	0	1	0.082824707	0	-0.65625	neutral	0	0	0	-1	-1.376	2	0	0	0	0	0	2	0.265	-0.07	-0.077	0.481	-0.294	0.475
Blog Post: 16 Realistic Robo-Creatures Videos http://bit.ly/dCeTP5	0	neutral	1	0	0	1	0	0	-0.926	2.364	0	1	0	0	-0.0627441406	neutral	0	0	0	-1	0	1	0	0	0.979	0	0	1	0	-0.032	-0.058	-0.023	-0.06	0
@soopa I've moved in to the chichory stout from dogfish head if that helps at all.	0	neutral	0	0	0	0	0	4	-1.366	1.898	0	1	0.425781224	0	-0.53125	neutral	0	0	0	-1	-1.794	1	0	0	1.623	0	0	1	0.367	0	0.604	0.313	-0.271	0.399
I just became the mayor of Mark's on @foursquare! http://4sq.com/alMwgS	0	positive	1	0	0	0	0	0	-0.503	1.134	0	1	0.2118530255	0	-0.03125	neutral	0	0	1	-1	-0.418	1	0	0	0.671	0	0	2	0.293	0	0.138	0.5	-0.177	0.417
RT @MARLONLWAYANS #HowToBeAMan don't cheat... be honest. have the balls to tell the truth & the heart to let them walk away...	0	negative	3	1	1	1	0	2	-5.18	2.318	-3	2	0.8947143555	1	-0.5375051498	positive	1	1	2	-3	-2.058	2	2	2	1.258	2	1	2	1.494	0	0.938	2.036	-0.694	2.201
(infowars.com) A Warning To The Tea Party Nation http://ur1.ca/m7m5	0	neutral	0	1	1	0	0	0	-0.264	1.223	-3	1	0	0	-0.203125	neutral	0	0	0	-1	-0.423	1	0	0	2.647	1	1	1	0.773	-0.06	1.089	1.107	-0.149	0.059
just voted #2 on Miley best outfits??  vote too ? http://bit.ly/aWPKkZ	1	positive	2	0	1	1	1	3	-2.493	3.99	0	1	0.4033203125	1	-0.0625	positive	1	1	1	-1	-0.555	1	0	1	1.429	1	0	2	0.634	0	0.143	1.009	-0.456	1.205
just got back from cheer/dance	0	positive	2	0	0	0	0	0	0	0.085	0	1	0.3449707013	0	0	neutral	0	0	0	-1	-0.406	1	0	0	0.511	0	0	2	0.261	0	0.059	0.457	-0.238	0.503
NewsBuzzer: Lightning Round OT: Acme Packet  Waste Management and More - http://tinyurl.com/ye88clp	1	neutral	0	1	1	0	0	0	-2.1	0.922	-1	1	0.1092605963	0	0	neutral	0	1	1	-1	-1.861	1	1	1	3.118	1	1	1	0.306	-0.055	0.024	0.391	-0.031	0.499
????? How I wish you were here... ?????	0	neutral	1	0	0	0	0	1	-1.72	0.804	0	2	0	0	-0.0893554688	neutral	0	0	0	-1	-1.929	1	0	0	0	0	0	1	0.617	0	0.832	0.946	-0.165	0.238
@dataddiction yo im bored imma bout to call ya ass on skype	0	negative	0	1	0	0	0	0	-3.555	1.227	-6	2	0.09375	0	-0.2186646489	neutral	0	2	0	-2	-2.018	1	0	1	0.342	0	0	1	0.047	-0.363	-0.803	0.27	-0.457	0.041
