content	timeStamp	tweetId	userId	topic	swn3_negative_words	sentiStrength_pos	afinn_positive_words	afinn_positiveness	swn3_neutral_words	afinn_negative_words	afinn_negativeness	label	lex_positive_words	swn3_negativeness	swn3_positive_words	swn3_positiveness	lex_negative_words	supervised_polarity	sentiStrength_neg	emo_joy	emo_anticipation	emo_fear	emo_trust	emo_sadness	emo_anger	emo_surprise	emo_disgust
Book Published! #Microsoft #SharePoint 2010 Power User Cookbook: http://t.co/A8ZqMpYP @spmentor http://t.co/v0mO0VkQ	2011-10-19 13:53:59	126657343965508000	noUser	microsoft	0	2	0	0	3	0	0	neutral	0	0	2	0.0310058594	0	neutral	-1	0	0	0	0	0	0	0	0
Gartner BI 2011: Microsoft and Oracle! http://t.co/ujN5j8dW #Gartner #BI # Oracle #Microsoft	2011-10-19 13:50:56	126656580715430000	noUser	microsoft	0	2	0	0	2	0	0	neutral	0	0	2	0.1875	0	neutral	-1	0	2	0	2	0	0	0	0
#Microsoft Zune - Digital player - HDD 30 GB - WMA, AAC, #MP3 - video playback - display: 3â€¦ http://t.co/qgzHlLpv	2011-10-19 13:49:34	126656236157538000	noUser	microsoft	0	1	0	0	4	0	0	neutral	0	0	3	0.1875	0	neutral	-1	0	0	0	0	0	0	0	0
Early cloud #Microsoft partners will be rewarded w/ a Cloud Accelerate badge, &amp; additional internal use rights! http://t.co/pjkyf0gf	2011-10-19 13:48:50	126656052971323000	noUser	microsoft	3	2	1	2	2	0	0	neutral	2	-0.1789550781	6	0.508026123	2	neutral	-1	0	1	0	1	0	0	0	0
RT @Newsweek: The 30 Greenest Tech Companies in the World http://t.co/0xzsUR0K #GreenRankings #IBM #Intel #Cisco #Microsoft #Apple #Google #Tech	2011-10-19 13:48:11	126655887740903000	noUser	microsoft	2	1	0	0	6	0	0	neutral	0	-0.0639648438	0	0	0	neutral	-1	0	0	0	0	0	0	0	0
FreeSoftwareFoundation publicly warns of danger of implementing #Microsoft #Restrictedboot w/o #UEFI http://t.co/NASQbmaT #anonymous #USDOR	2011-10-19 13:48:11	126655887178871000	noUser	microsoft	2	1	0	0	1	2	-4	neutral	0	-1.046875	0	0	1	neutral	-1	0	0	1	0	1	0	0	0
New #snom Webinar Nov. 2: Accelerate #Microsoft #Lync Deployments with snom #UC. Register here http://t.co/B1pr1kIX #VARs #phones	2011-10-19 13:46:08	126655373015925000	noUser	microsoft	0	1	0	0	4	0	0	neutral	0	0	2	0.0875244141	0	neutral	-1	0	1	0	0	0	0	0	0
Why Ice Cream Sandwich Might Make Things Worse - '#Google needs to look to #Microsoft as an example' http://t.co/7UXWvH6h via @pcmag	2011-10-19 13:42:32	126654466735878000	noUser	microsoft	3	1	0	0	4	1	-3	neutral	1	-0.3125	6	0.642387481	1	neutral	-3	1	1	1	0	1	0	1	0
TODAY! Come along to #Microsoft Office &amp; #ECDL Open Evening at #Pitman #Training #Cheltenham from 4pm to 7.30pm - http://t.co/fBoej2vd	2011-10-19 13:40:08	126653861371974000	noUser	microsoft	1	2	0	0	5	0	0	neutral	1	-1.086701377062127E-5	3	0.4531927109	0	neutral	-1	0	0	0	0	0	0	0	0
MS Outlook Quick Access Toolbar - How to customize - http://t.co/VzkEdZaC #tips #microsoft	2011-10-19 13:39:10	126653619327083000	noUser	microsoft	1	1	0	0	4	0	0	neutral	0	-0.0625	0	0	0	neutral	-1	0	0	0	0	0	0	0	0
Beware phone #scam calls pretending to be #Microsoft who claim your machine has a #virus - http://t.co/5F2p4XcB	2011-10-19 13:36:46	126653015754150000	noUser	microsoft	5	1	0	0	2	2	-3	neutral	0	-0.5625	3	0.5012207031	2	neutral	-1	0	2	1	2	0	1	0	0
#EMC White paper on Automated Perf Optimization for #Microsoft Applications with EMC #VMAX, FAST VP and #HyperV #SCVMM http://t.co/kAHnFla7	2011-10-19 13:35:34	126652714804462000	noUser	microsoft	1	1	0	0	3	0	0	neutral	1	-1.316666603088379E-4	2	0.0312957764	0	neutral	-1	1	1	0	1	0	0	0	0
The Cloud Offers the Ultimate Music Choice &lt;http://t.co/wd05MHPU&gt; #Microsoft #Emp #CloudComputing	2011-10-19 13:35:22	126652661251572000	noUser	microsoft	2	1	0	0	0	0	0	neutral	1	-0.0894775391	2	0.125	1	neutral	-1	1	1	0	0	2	0	0	0
Exciting news: #Microsoft Names @Metalogix a Managed Partner in the High Potential ISV Group http://t.co/rHkqYXo2 #sharepoint	2011-10-19 13:33:45	126652256404779000	noUser	microsoft	2	3	1	3	3	0	0	neutral	2	-0.125	4	0.6779165268	0	neutral	-1	1	1	0	0	0	0	1	0
New innotive IT program coming to #Dubai featuring @comptia and #Microsoft qualifications http://t.co/a6fLlkgE RT please	2011-10-19 13:32:28	126651931287499000	noUser	microsoft	0	2	1	1	3	0	0	neutral	1	0	3	0.2398681641	0	neutral	-1	0	1	0	0	0	0	0	0
CE-Oh no he didn't: Steve Ballmer lays into Android http://t.co/uTmHyIFD #microsoft #ballmer #android	2011-10-19 13:30:44	126651497718096000	noUser	microsoft	1	1	0	0	3	1	-1	neutral	0	-0.1484375	0	0	0	neutral	-1	0	0	0	0	0	0	0	0
RT @cmaneu: #stage #Toulouse #Microsoft #net #SuperBoÃ®te #Win8 #geeks = http://t.co/7UHSLQII (Please RT ;)	2011-10-19 13:30:32	126651446589526000	noUser	microsoft	0	2	1	1	2	0	0	neutral	1	0	2	0.1015625	0	neutral	-1	0	0	0	0	0	0	0	0
Read how SunGard #IntelliMatch achieved 53% ^ in performance (50 mill transactions in &lt;25 mins) #Intel #HP #Microsoft http://t.co/2i1k64wx	2011-10-19 13:30:24	126651412443693000	noUser	microsoft	1	2	0	0	6	0	0	neutral	0	-0.015625	2	0.0472412109	0	neutral	-1	0	1	0	0	0	0	0	0
#Microsoft #Cloud windows+server - RT @WesleyBackelant: Announcing the Microsoft ...: WindowsAzure : @Wesle... http://t.co/NaPViOT8 #TCN	2011-10-19 13:30:22	126651402549346000	noUser	microsoft	1	1	0	0	1	0	0	neutral	0	-0.0582275391	0	0	1	neutral	-1	0	0	0	0	0	0	0	0
#Microsoft #Cloud Oracle, Windows Garner Different Views over Multitenant Cloud ...: Microsoft's cloud appr... http://t.co/lVzJNRPs #TCN	2011-10-19 13:30:21	126651401010029000	noUser	microsoft	3	1	0	0	1	0	0	neutral	0	-0.1746826172	4	0.216796875	3	neutral	-1	0	1	0	1	0	0	0	0
#Microsoft #Cloud Getting Started with Microsoft's Windows Azure Cloud: The Lay of ...: Good tools integrat... http://t.co/2luPCfho #TCN	2011-10-19 13:30:21	126651399730770000	noUser	microsoft	3	2	1	3	3	0	0	neutral	1	-0.1843261719	1	0.7083761115	2	neutral	-1	1	1	0	1	0	0	1	0
ADP: Manager R&amp;D - Microsoft ( #Houston , TX) http://t.co/hfzouHFo #Microsoft #Jobs #Job #TweetMyJOBS	2011-10-19 13:30:12	126651363718468000	noUser	microsoft	1	1	0	0	4	0	0	neutral	0	-0.0068626404	0	0	0	neutral	-1	0	0	0	0	0	0	0	0
How to use search folders to organise your emails in #Microsoft #Outlook - http://t.co/NuMm5N3U	2011-10-19 13:30:12	126651360602112000	noUser	microsoft	0	1	0	0	4	0	0	neutral	0	0	1	0.0664978027	0	neutral	-1	0	0	0	0	0	0	0	0
RT @MobileTechWorld: Jet Car Stunts Xbox Live game for Windows Phone released http://t.co/csUC7hVH #wp7 #xbox #microsoft	2011-10-19 13:28:12	126650859290501000	noUser	microsoft	3	1	0	0	2	0	0	neutral	1	-0.1617126465	1	0.0325226784	1	neutral	-1	0	0	0	0	0	0	0	0
Jet Car Stunts Xbox Live game for Windows Phone released http://t.co/O3hYxBxh #wp7 #xbox #microsoft	2011-10-19 13:28:07	126650839279477000	noUser	microsoft	3	1	0	0	2	0	0	neutral	1	-0.1617126465	1	0.0325226784	1	neutral	-1	0	0	0	0	0	0	0	0
#stage #Toulouse #Microsoft #net #SuperBoÃ®te #Win8 #geeks = http://t.co/7UHSLQII (Please RT ;)	2011-10-19 13:27:22	126650651370467000	noUser	microsoft	0	2	1	1	2	0	0	neutral	1	0	2	0.1015625	0	neutral	-1	0	0	0	0	0	0	0	0
Good dev opportunities at #Microsoft UX Tour, Helsinki Finland http://t.co/hCKJXz4K	2011-10-19 13:26:40	126650473322263000	noUser	microsoft	0	2	2	5	4	0	0	positive	1	0	1	0.7083761115	0	neutral	-1	1	1	0	1	0	0	1	0
#Silver &amp;#GOLD #Apple tumbles no matter how many sold #Microsoft buys them 4 a nice price so get in there show #justsayin #Droid rules inend	2011-10-19 13:21:15	126649108202144000	noUser	microsoft	3	2	2	4	6	1	-1	neutral	1	-0.2265625	6	0.8796463022	0	neutral	-1	0	0	0	1	0	0	0	0
I've seen a couple of iPhone 4S's already, but still no Windows Phone 7's ... ever! #Microsoft not so hot.	2011-10-19 13:16:10	126647829656642000	noUser	microsoft	8	2	0	0	5	1	-1	negative	1	-1.1115136147	1	0.125	0	negative	-1	0	0	0	0	0	1	0	0
#Microsoft licensing process is annoying !!!	2011-10-19 13:15:38	126647697800311000	noUser	microsoft	2	1	0	0	0	1	-2	negative	0	-0.3757324219	0	0	1	neutral	-4	0	0	0	0	0	1	0	0
#Microsoft shows 'touch screen' for any surface http://t.co/sNaPW5tl	2011-10-19 13:15:07	126647567877542000	noUser	microsoft	0	1	0	0	1	0	0	neutral	0	0	2	0.248046875	0	neutral	-1	0	0	0	0	0	0	0	0
#Microsoft Community Blogs The 7/365 Review - The Cloud's Impact on Business http://t.co/gPB2MjFW	2011-10-19 13:15:05	126647558469722000	noUser	microsoft	1	1	0	0	1	0	0	neutral	0	-0.0582275391	4	0.0801391602	1	neutral	-1	0	0	0	0	0	0	0	0
It baffles me that Steve Ballmer can be a CEO of a company, let alone a giant like #Microsoft - The guys a moron.	2011-10-19 13:13:55	126647264943944000	noUser	microsoft	7	2	1	2	5	2	-5	negative	1	-0.32421875	3	0.1890869141	0	neutral	-3	0	0	1	0	0	0	0	0
#Microsoft arrogance again - Ballmer says you need to be a computer scientist to use #Android http://t.co/6PHh3Jb6	2011-10-19 13:11:24	126646630702260000	noUser	microsoft	2	1	0	0	4	0	0	negative	0	-0.146484375	3	0.191619873	1	neutral	-3	0	1	0	1	0	0	0	0
@nand_krish007 #Microsoft arrogance again - Ballmer says you need to be a computer scientist to use #Android http://t.co/pltitgeI	2011-10-19 13:08:57	126646015863427000	noUser	microsoft	2	1	0	0	4	0	0	neutral	0	-0.146484375	3	0.191619873	1	neutral	-3	0	1	0	1	0	0	0	0
I gave @RyannosaurusRex +K about Microsoft Windows on @klout http://t.co/Y33v8wVr #klout #microsoft #windows	2011-10-19 13:08:52	126645991947514000	noUser	microsoft	1	1	0	0	2	0	0	neutral	0	-0.03125	2	0.033203125	0	neutral	-1	0	0	0	0	0	0	0	0
#Microsoft arrogance again - Ballmer says you need to be a computer scientist to use #Android http://t.co/pltitgeI	2011-10-19 13:08:39	126645939208327000	noUser	microsoft	2	1	0	0	4	0	0	negative	0	-0.146484375	3	0.191619873	1	neutral	-3	0	1	0	1	0	0	0	0
#Microsoft's Steve Ballmer attacks #Android phones: http://t.co/x2YmWESs	2011-10-19 13:06:45	126645459568706000	noUser	microsoft	0	1	0	0	1	1	-1	neutral	0	0	0	0	0	neutral	-3	0	0	0	0	0	0	0	0
why do i have to be certified for #microsoft?! dumb	2011-10-19 13:03:23	126644615280464000	noUser	microsoft	4	2	0	0	1	1	-3	negative	0	-0.5619192123	2	0.1251220703	1	negative	-1	0	0	0	0	0	0	0	0
See how you can save 40% on dozens of #Microsoft #certification practice exams http://t.co/KojQrE1q via @EricLigman	2011-10-19 13:02:16	126644332177531000	noUser	microsoft	2	2	1	2	2	0	0	neutral	0	-0.2890625	4	0.1326299906	0	neutral	-1	1	0	0	1	0	0	0	0
RT @elearnnet: #microsoft #edu Microsoft's Kinect brings 'playful learning' to the Xbox 360 - The Guardian http://t.co/MW22MJOG	2011-10-19 13:01:42	126644191299252000	noUser	microsoft	0	2	0	0	1	0	0	neutral	2	0	1	0.1875	0	neutral	-1	0	0	0	1	0	0	0	0
Changing the past and organizing the future with #Microsoft http://t.co/bYYFhtpZ	2011-10-19 13:00:44	126643947190759000	noUser	microsoft	1	1	0	0	0	0	0	neutral	0	-0.0078125	2	0.37890625	0	neutral	-1	0	0	0	0	0	0	0	0
#Nokia co-operation with #Microsoft listed as the 4th riskiest business move of the year: http://t.co/IYo86gVj	2011-10-19 12:57:13	126643061567668000	noUser	microsoft	1	1	0	0	3	0	0	negative	1	-0.0625	2	0.015868187	0	neutral	-2	0	0	0	0	0	0	0	0
RT @HealthVault: Learn how to create and use your emergency profile on #Microsoft #HealthVault - #PHR #healthit - Step by step #Docs http://t.co/ngPQ56iC	2011-10-19 12:56:06	126642779064504000	noUser	microsoft	3	1	0	0	0	1	-2	neutral	0	-0.625	6	0.4141540527	0	neutral	-1	1	0	1	0	1	0	1	0
#microsoft #edu Microsoft's Kinect brings 'playful learning' to the Xbox 360 - The Guardian http://t.co/MW22MJOG	2011-10-19 12:55:26	126642612412228000	noUser	microsoft	0	2	0	0	1	0	0	neutral	2	0	1	0.1875	0	neutral	-1	0	0	0	1	0	0	0	0
#microsoft #edu UD School Board seats up for grabs - Delaware County Daily Times http://t.co/YCXCo5kK	2011-10-19 12:55:26	126642611598541000	noUser	microsoft	1	1	0	0	3	0	0	neutral	0	-0.0625	4	0.4912109375	0	neutral	-1	0	2	0	2	0	0	0	0
#OmniTouch Projector (which is supported by #Microsoft ) Turns Anything Into a Touchscreen http://t.co/9yt5Y9Ab aracÄ±lÄ±ÄŸÄ±yla @geekosystem	2011-10-19 12:55:07	126642532863050000	noUser	microsoft	2	2	1	2	2	0	0	neutral	0	-0.3125	1	0.125	0	neutral	-1	0	0	0	0	0	0	0	0
[WebProNews Finance] #Yahoo Revenue Drop Attributed to #Microsoft Deal http://t.co/EOrOSstX	2011-10-19 12:55:03	126642517310571000	noUser	microsoft	1	1	0	0	2	1	-1	negative	1	-0.3125	2	0.1874923033	0	neutral	-1	1	1	0	1	0	0	1	0
#microsoft still didn't managed access to #metro apps on &quot;older&quot; netbooks. #win8 #resolution	2011-10-19 12:54:18	126642328466244000	noUser	microsoft	2	1	0	0	2	0	0	negative	0	-0.1333599091	1	0.03125	0	negative	-1	0	0	0	0	0	0	0	0
2 hours south of Richmond, VA --&gt; #Microsoft Builds Two-Headed Data Center in Fedsâ€™ Backyard http://t.co/aWwVVoDR #cloud #tech	2011-10-19 12:53:33	126642137424077000	noUser	microsoft	2	1	0	0	8	0	0	neutral	0	-0.3082275391	1	0.0155944824	1	neutral	-1	0	0	0	1	0	0	0	0
#Yahoo Revenue Drop Attributed to #Microsoft Deal http://t.co/yRcKQeIs	2011-10-19 12:53:09	126642036572041000	noUser	microsoft	1	1	0	0	1	1	-1	negative	1	-0.3125	2	0.1874923033	0	neutral	-1	1	1	0	1	0	0	1	0
#SteveBallmer just called me a &quot;Computer Scientist&quot; :) http://t.co/u1zmU9Ih #Microsoft #Android	2011-10-19 12:51:55	126641727254696000	noUser	microsoft	1	1	0	0	2	0	0	neutral	1	-0.0625	1	0.1726074219	0	neutral	-1	0	0	0	0	0	0	0	0
RT @AppSense: â€œ@Simon_townsend: #Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/gyGE5SCaâ€	2011-10-19 12:49:55	126641223229387000	noUser	microsoft	0	2	0	0	1	0	0	neutral	0	0	4	0.5356445313	0	neutral	-1	0	0	0	0	0	0	0	0
RT @AppSenseTechie: #Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/fCXdU7mA	2011-10-19 12:48:08	126640775730700000	noUser	microsoft	0	2	0	0	1	0	0	neutral	0	0	4	0.5356445313	0	neutral	-1	0	0	0	0	0	0	0	0
[WebProNews Finance] #Yahoo Revenue Drop Attributed to #Microsoft Deal http://t.co/ItdkLRry	2011-10-19 12:47:34	126640632478446000	noUser	microsoft	1	1	0	0	2	1	-1	negative	1	-0.3125	2	0.1874923033	0	neutral	-1	1	1	0	1	0	0	1	0
Can you add multiple queues to the workspace in MS CRM Online 2011? ..and how? #microsoft #crm #queues #customerservice	2011-10-19 12:45:52	126640203828969000	noUser	microsoft	1	1	0	0	5	0	0	neutral	0	-0.0625	1	0.0703125	0	neutral	-1	0	0	0	0	0	0	0	0
Infosys, has tied up with Microsoft to provide cloud-based offerings to clients... http://t.co/zwqwpdQ4 #cloud #infosys #microsoft #technews	2011-10-19 12:40:33	126638865971806000	noUser	microsoft	1	1	0	0	0	0	0	neutral	0	-0.0582275391	3	0.1845703125	1	neutral	-1	0	0	0	1	0	0	0	0
@edbott you have sugar-coated the FSF secure boot reaction. This is blatant anti-#Microsoft propaganda.	2011-10-19 12:40:22	126638821948404000	noUser	microsoft	4	2	1	2	1	1	-2	positive	1	-0.3129301071	2	0.0743408203	3	neutral	-1	0	0	0	0	0	1	0	1
#Microsoft details #Windows8's new Start Screen Search http://t.co/Z6X5rE5q	2011-10-19 12:40:05	126638751307932000	noUser	microsoft	1	1	0	0	4	0	0	neutral	0	-0.1249964237	2	0.2886962891	0	neutral	-1	0	1	0	0	0	0	0	0
#Google #Mobile Boss Andy Rubin on #Apple, #Microsoft and Tablets, Live at AsiaD - Ina Fried - #Mobile - AllThingsD http://t.co/S0jkqPwn	2011-10-19 12:38:09	126638261421613000	noUser	microsoft	2	1	0	0	3	0	0	neutral	1	-0.111328125	4	0.0735383034	0	neutral	-1	0	2	0	0	0	0	0	0
RT @MichaelKroker: Steve Ballmer: #Nokia to reveal multiple #Windows Phone devices next week, #Microsoft may make their own - http://t.co/KnmpXSW0	2011-10-19 12:36:34	126637865550619000	noUser	microsoft	2	1	0	0	7	0	0	neutral	0	-0.1875	1	0.2421875298	0	neutral	-1	0	0	0	0	0	0	0	0
Steve Ballmer: #Nokia to reveal multiple #Windows Phone devices next week, #Microsoft may make their own - http://t.co/KnmpXSW0	2011-10-19 12:35:49	126637677335429000	noUser	microsoft	2	1	0	0	7	0	0	neutral	0	-0.1875	1	0.2421875298	0	neutral	-1	0	0	0	0	0	0	0	0
Streaming News 24/7 at http://t.co/qAXtqpdN - Ballmer feels lucky #Microsoft didn't buy #Yahoo in 2008 http://t.co/OUsKwj8a	2011-10-19 12:35:11	126637516148318000	noUser	microsoft	1	2	1	3	4	0	0	neutral	1	-0.3125	3	1.13671875	0	neutral	-1	1	0	0	0	0	0	1	0
Nokia employees still worried that Elop is a Microsoft mole http://t.co/n4Cpu3vj #microsoft #windows	2011-10-19 12:34:55	126637450008347000	noUser	microsoft	3	1	0	0	2	1	-3	negative	0	-0.9155864716	0	0	1	neutral	-4	0	0	0	0	1	0	0	0
â€œ@Simon_townsend: #Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/gyGE5SCaâ€	2011-10-19 12:34:52	126637437953901000	noUser	microsoft	0	2	0	0	1	0	0	neutral	0	0	4	0.5356445313	0	neutral	-1	0	0	0	0	0	0	0	0
â€œ@AppSenseTechie: #Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/jXhFHPTJâ€	2011-10-19 12:34:46	126637411114553000	noUser	microsoft	0	2	0	0	1	0	0	neutral	0	0	4	0.5356445313	0	neutral	-1	0	0	0	0	0	0	0	0
V. impressed w/ Image Composite Editor from @MSFTresearch for creating panoramas from individual images. http://t.co/SO7W7spn Tx #Microsoft!	2011-10-19 12:33:38	126637126010929000	noUser	microsoft	1	2	1	3	5	0	0	positive	0	-0.00390625	1	0.0625	0	neutral	-1	0	0	0	0	0	0	0	0
I so wish that #SteveBallmer from #Microsoft would have to swallow his words about #Yahoo: http://t.co/XSJGIfop	2011-10-19 12:32:41	126636886977556000	noUser	microsoft	5	1	1	1	1	0	0	negative	1	-0.5888090134	2	0.0561523438	0	neutral	-1	0	0	0	0	0	1	0	0
just upgraded to win 8 on my pc only for it to tell me it failed to install and they dont know what happened thats #microsoft for you!	2011-10-19 12:31:17	126636535813636000	noUser	microsoft	1	2	1	4	6	1	-2	negative	1	-0.0078125	5	0.6704711914	0	negative	-2	0	1	0	0	0	0	0	0
#Microsoft's Ballmer: We're Building Windows Server 8 Around Cloud - well I guess thats makes sense!	2011-10-19 12:30:40	126636379479343000	noUser	microsoft	4	2	0	0	4	0	0	neutral	2	-0.2008056641	2	0.2656481285	1	neutral	-1	0	0	0	0	0	0	1	0
RT @Simon_townsend: #Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/LwFLXASL	2011-10-19 12:30:40	126636379324170000	noUser	microsoft	0	2	0	0	1	0	0	neutral	0	0	4	0.5356445313	0	neutral	-1	0	0	0	0	0	0	0	0
New #microsoft #WindowsLiveBook V2 Mobile Video + #GraphicsWorkstation http://t.co/LcUvLvAd	2011-10-19 12:29:56	126636194653147000	noUser	microsoft	0	1	0	0	1	0	0	neutral	0	0	2	0.0806884766	0	neutral	-1	0	1	0	0	0	0	0	0
Appleâ€™ cash balance = $75.9 billion, surpassing the total operating balance of the U.S. government  #rich #apple #google #microsoft  #money	2011-10-19 12:28:58	126635954520855000	noUser	microsoft	2	1	1	2	9	0	0	neutral	1	-0.125	2	0.5040588379	0	neutral	-1	2	2	2	2	0	2	1	0
Learned a new word &quot;BLOB&quot; regarding to #Microsoft #SharePoint moving .docs from the database to a fileserver. #vmworld #VMworld2011	2011-10-19 12:27:42	126635633245565000	noUser	microsoft	2	1	0	0	2	0	0	neutral	2	-0.125	3	0.6070556641	0	neutral	-1	0	0	0	1	0	0	0	0
hmm, that should have read 'the milky white film of busyness' :D #vs2010 #microsoft	2011-10-19 12:27:28	126635573921317000	noUser	microsoft	3	1	0	0	2	0	0	neutral	1	-0.1870852113	2	0.2503662109	0	neutral	-1	1	1	0	1	0	0	0	0
Really hate the #Microsoft #mcp site	2011-10-19 12:26:27	126635317108290000	noUser	microsoft	1	1	0	0	1	1	-3	negative	0	-0.5	1	0.390625	1	negative	-5	0	0	1	0	1	1	0	1
RT @technabob: Using a #Touchscreen Through Your Pocket Made Possible by #Microsoft #PocketTouch: Have youâ€¦ http://t.co/PJpFeyTF	2011-10-19 12:25:30	126635080100758000	noUser	microsoft	3	1	0	0	3	0	0	neutral	0	-0.4369535446	3	0.533203125	0	neutral	-1	0	0	0	0	0	0	0	0
â€œ@Simon_townsend: #Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/xtZMPSMTâ€	2011-10-19 12:25:24	126635053139763000	noUser	microsoft	0	2	0	0	1	0	0	neutral	0	0	4	0.5356445313	0	neutral	-1	0	0	0	0	0	0	0	0
#Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/fCXdU7mA	2011-10-19 12:24:20	126634784326828000	noUser	microsoft	0	2	0	0	1	0	0	neutral	0	0	4	0.5356445313	0	neutral	-1	0	0	0	0	0	0	0	0
#Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/LwFLXASL	2011-10-19 12:24:19	126634780954595000	noUser	microsoft	0	2	0	0	1	0	0	neutral	0	0	4	0.5356445313	0	neutral	-1	0	0	0	0	0	0	0	0
does anyone else get the 'milky white film of business' with Visual Studio? #vs2010 #microsoft	2011-10-19 12:22:47	126634396773130000	noUser	microsoft	2	1	0	0	2	0	0	neutral	1	-0.1876316667	2	0.0254554758	0	neutral	-1	1	1	0	1	0	0	0	0
RT @fran_mac_ I have been blown away by technological innovations.... #microsoft should do more #marketing!!	2011-10-19 12:20:03	126633708315873000	noUser	microsoft	5	2	0	0	4	0	0	positive	0	-0.5321340561	0	0	0	neutral	-1	0	0	0	0	0	0	0	0
Using a #Touchscreen Through Your Pocket Made Possible by #Microsoft #PocketTouch: Have youâ€¦ http://t.co/PJpFeyTF	2011-10-19 12:16:54	126632917643428000	noUser	microsoft	3	1	0	0	3	0	0	neutral	0	-0.4369535446	3	0.533203125	0	neutral	-1	0	0	0	0	0	0	0	0
After years of failures, #Microsoft is finally making money in the handheld market -- but not in the way youâ€™d think	2011-10-19 12:16:41	126632860386988000	noUser	microsoft	1	1	0	0	10	1	-2	neutral	0	-0.625	2	0.0084228516	1	neutral	-2	2	2	0	2	0	1	2	1
#Microsoft #Dynamics GP soon to offer 64-bit Hyper-V images only : http://t.co/82CFFcHZ	2011-10-19 12:14:23	126632280985846000	noUser	microsoft	3	1	0	0	1	0	0	neutral	0	-0.6328125	1	0.0625152588	0	neutral	-1	0	0	0	0	0	0	0	0
Annie: has just had a look at our downloaded #Windows8 op sys.  Where #AppleMacs go, #Microsoft follows!!	2011-10-19 12:12:48	126631882149474000	noUser	microsoft	1	2	0	0	1	0	0	neutral	1	-0.0625	3	0.2665711027	0	neutral	-1	0	0	0	0	0	0	0	0
